planning_area,subzone,poi_dimension,facility_count,avg_rating,total_user_ratings,rating_100
Paya Lebar,Paya Lebar West,recreation,20,4.32,20339,86.4
Paya Lebar,Paya Lebar West,nature,5,4.36,7117,87.2
Paya Lebar,Plab,education,20,4.556,1118,91.12
Paya Lebar,Plab,transport,20,4.179,2587,83.58
Paya Lebar,Plab,food,20,4.22,124112,84.4
Paya Lebar,Plab,shopping,20,4.195,141053,83.9
Paya Lebar,Plab,recreation,20,4.26,13201,85.2
Paya Lebar,Plab,nature,9,4.411,8362,88.22
Pioneer,Benoi Sector,education,16,4.423,3762,88.46
Pioneer,Benoi Sector,transport,6,3.65,1142,73.0
Pioneer,Benoi Sector,food,5,3.92,2168,78.4
Pioneer,Benoi Sector,shopping,9,3.975,19599,79.5
Pioneer,Benoi Sector,recreation,12,4.308,8058,86.16
Pioneer,Benoi Sector,nature,11,4.373,22477,87.46
Pioneer,Gul Basin,education,17,4.508,6076,90.16
Pioneer,Gul Basin,transport,7,3.686,1321,73.72
Pioneer,Gul Basin,food,8,4.412,1183,88.24
Pioneer,Gul Basin,shopping,9,3.922,30180,78.44
Pioneer,Gul Basin,recreation,12,4.4,10221,88.0
Pioneer,Gul Basin,nature,12,4.436,164757,88.72
Pioneer,Gul Circle,education,18,4.521,6639,90.42
Pioneer,Gul Circle,transport,2,4.7,254,94.0
Pioneer,Gul Circle,food,6,4.1,1362,82.0
Pioneer,Gul Circle,shopping,7,4.286,4736,85.72
Pioneer,Gul Circle,recreation,12,4.264,10292,85.28
Pioneer,Gul Circle,nature,9,4.556,12197,91.12
Pioneer,Joo Koon,education,15,4.231,7230,84.62
Pioneer,Joo Koon,transport,3,3.833,1906,76.66
Pioneer,Joo Koon,food,7,3.443,1515,68.86
Pioneer,Joo Koon,shopping,5,3.6,3966,72.0
Pioneer,Joo Koon,recreation,11,4.327,9843,86.54
Pioneer,Joo Koon,nature,11,4.336,19365,86.72
Pioneer,Pioneer Sector,education,16,4.542,3306,90.84
Pioneer,Pioneer Sector,transport,5,3.6,1049,72.0
Pioneer,Pioneer Sector,food,9,3.9,4329,78.0
Pioneer,Pioneer Sector,shopping,8,3.925,27928,78.5
Pioneer,Pioneer Sector,recreation,12,4.225,9459,84.5
Pioneer,Pioneer Sector,nature,12,4.333,19205,86.66
Punggol,Coney Island,education,20,4.71,1699,94.2
Punggol,Coney Island,transport,14,4.131,1202,82.62
Punggol,Coney Island,food,20,4.065,19426,81.3
Punggol,Coney Island,shopping,20,4.075,79868,81.5
Punggol,Coney Island,recreation,20,4.37,13488,87.4
Punggol,Coney Island,nature,20,4.54,10617,90.8
Punggol,Matilda,education,20,4.82,1598,96.4
Punggol,Matilda,transport,11,3.87,524,77.4
Punggol,Matilda,food,20,4.02,26306,80.4
Punggol,Matilda,shopping,20,4.035,49228,80.7
Punggol,Matilda,recreation,20,4.321,12670,86.42
Punggol,Matilda,nature,20,4.475,17484,89.5
Punggol,Northshore,education,20,4.615,1597,92.3
Punggol,Northshore,transport,20,4.315,1341,86.3
Punggol,Northshore,food,20,4.19,29496,83.8
Punggol,Northshore,shopping,20,4.035,54981,80.7
Punggol,Northshore,recreation,20,4.41,14490,88.2
Punggol,Northshore,nature,20,4.45,16227,89.0
Punggol,Punggol Canal,education,20,4.71,1806,94.2
Punggol,Punggol Canal,transport,20,3.847,1328,76.94
Punggol,Punggol Canal,food,20,4.1,21280,82.0
Punggol,Punggol Canal,shopping,20,3.98,61873,79.6
Punggol,Punggol Canal,recreation,20,4.337,19076,86.74
Punggol,Punggol Canal,nature,20,4.47,14452,89.4
Punggol,Punggol Field,education,20,4.77,2330,95.4
Punggol,Punggol Field,transport,20,3.91,1279,78.2
Punggol,Punggol Field,food,20,4.06,19343,81.2
Punggol,Punggol Field,shopping,20,4.025,63437,80.5
Punggol,Punggol Field,recreation,20,4.395,14826,87.9
Punggol,Punggol Field,nature,20,4.45,10518,89.0
Punggol,Punggol Town Centre,education,20,4.7,3305,94.0
Punggol,Punggol Town Centre,transport,20,4.04,1414,80.8
Punggol,Punggol Town Centre,food,20,4.12,21402,82.4
Punggol,Punggol Town Centre,shopping,20,4.02,58945,80.4
Punggol,Punggol Town Centre,recreation,20,4.342,13894,86.84
Punggol,Punggol Town Centre,nature,20,4.432,9452,88.64
Punggol,Waterway East,education,20,4.765,1634,95.3
Punggol,Waterway East,transport,20,4.07,1367,81.4
Punggol,Waterway East,food,20,4.135,26032,82.7
Punggol,Waterway East,shopping,20,4.075,82273,81.5
Punggol,Waterway East,recreation,20,4.335,13119,86.7
Punggol,Waterway East,nature,20,4.485,29612,89.7
River Valley,Institution Hill,education,13,4.367,3475,87.34
River Valley,Institution Hill,transport,5,4.16,530,83.2
River Valley,Institution Hill,food,10,4.51,8159,90.2
River Valley,Institution Hill,shopping,8,4.175,59250,83.5
River Valley,Institution Hill,recreation,10,4.59,3813,91.8
River Valley,Institution Hill,nature,11,4.41,29587,88.2
River Valley,Leonie Hill,education,14,4.455,1530,89.1
River Valley,Leonie Hill,transport,4,4.267,115,85.34
River Valley,Leonie Hill,food,8,4.243,6750,84.86
River Valley,Leonie Hill,shopping,9,4.025,4997,80.5
River Valley,Leonie Hill,recreation,10,4.433,490,88.66
River Valley,Leonie Hill,nature,5,4.15,151,83.0
River Valley,One Tree Hill,education,13,4.373,3791,87.46
River Valley,One Tree Hill,transport,4,4.4,190,88.0
River Valley,One Tree Hill,food,9,4.322,7067,86.44
River Valley,One Tree Hill,shopping,7,3.329,6893,66.58
River Valley,One Tree Hill,recreation,12,4.567,3052,91.34
River Valley,One Tree Hill,nature,10,4.58,4438,91.6
River Valley,Oxley,education,14,4.4,3709,88.0
River Valley,Oxley,transport,4,4.275,191,85.5
River Valley,Oxley,food,9,4.278,21605,85.56
River Valley,Oxley,shopping,8,4.425,15253,88.5
River Valley,Oxley,recreation,11,4.3,6872,86.0
River Valley,Oxley,nature,7,4.317,11019,86.34
River Valley,Paterson,education,16,4.292,5750,85.84
River Valley,Paterson,transport,6,4.217,1463,84.34
River Valley,Paterson,food,10,4.39,24677,87.8
River Valley,Paterson,shopping,9,4.178,26685,83.56
River Valley,Paterson,recreation,12,4.242,9545,84.84
River Valley,Paterson,nature,10,4.38,21706,87.6
Rochor,Bencoolen,education,20,4.4,3012,88.0
Rochor,Bencoolen,transport,20,4.24,4146,84.8
Rochor,Bencoolen,food,20,4.365,121807,87.3
Rochor,Bencoolen,shopping,20,4.295,164341,85.9
Rochor,Bencoolen,recreation,20,4.355,9227,87.1
Rochor,Bencoolen,nature,20,4.45,184482,89.0
Rochor,Farrer Park,education,20,4.653,3733,93.06
Rochor,Farrer Park,transport,20,4.121,4170,82.42
Rochor,Farrer Park,food,20,4.31,147318,86.2
Rochor,Farrer Park,shopping,20,4.25,181324,85.0
Rochor,Farrer Park,recreation,20,4.315,11094,86.3
Rochor,Farrer Park,nature,20,4.425,187860,88.5
Rochor,Kampong Glam,education,20,4.728,1006,94.56
Rochor,Kampong Glam,transport,20,4.31,4668,86.2
Rochor,Kampong Glam,food,20,4.38,136179,87.6
Rochor,Kampong Glam,shopping,20,4.265,147313,85.3
Rochor,Kampong Glam,recreation,20,4.31,10018,86.2
Rochor,Kampong Glam,nature,20,4.45,188977,89.0
Rochor,Little India,education,20,4.706,3299,94.12
Rochor,Little India,transport,20,4.325,3182,86.5
Rochor,Little India,food,20,4.32,140937,86.4
Rochor,Little India,shopping,20,4.28,140701,85.6
Rochor,Little India,recreation,20,4.3,9966,86.0
Rochor,Little India,nature,20,4.45,24980,89.0
Rochor,Mackenzie,education,20,4.67,1515,93.4
Rochor,Mackenzie,transport,20,4.19,3603,83.8
Rochor,Mackenzie,food,20,4.26,169909,85.2
Rochor,Mackenzie,shopping,20,4.33,214756,86.6
Rochor,Mackenzie,recreation,20,4.24,11405,84.8
Rochor,Mackenzie,nature,20,4.34,27473,86.8
Rochor,Mount Emily,education,20,4.611,953,92.22
Rochor,Mount Emily,transport,15,4.087,3294,81.74
Rochor,Mount Emily,food,20,4.19,121917,83.8
Rochor,Mount Emily,shopping,20,4.165,133720,83.3
Rochor,Mount Emily,recreation,20,4.43,8033,88.6
Rochor,Mount Emily,nature,20,4.415,179931,88.3
Rochor,Rochor Canal,education,20,4.484,1321,89.68
Rochor,Rochor Canal,transport,13,4.2,2911,84.0
Rochor,Rochor Canal,food,20,4.315,137148,86.3
Rochor,Rochor Canal,shopping,20,4.27,168727,85.4
Rochor,Rochor Canal,recreation,20,4.22,8571,84.4
Rochor,Rochor Canal,nature,20,4.385,177987,87.7
Rochor,Selegie,education,20,4.48,1368,89.6
Rochor,Selegie,transport,20,4.275,2037,85.5
Rochor,Selegie,food,20,4.285,156271,85.7
Rochor,Selegie,shopping,20,4.29,194257,85.8
Rochor,Selegie,recreation,20,4.39,9879,87.8
Rochor,Selegie,nature,20,4.405,28657,88.1
Rochor,Sungei Road,education,20,4.432,3008,88.64
Rochor,Sungei Road,transport,20,4.31,4559,86.2
Rochor,Sungei Road,food,20,4.27,148595,85.4
Rochor,Sungei Road,shopping,20,4.27,168727,85.4
Rochor,Sungei Road,recreation,20,4.45,11254,89.0
Rochor,Sungei Road,nature,20,4.485,186228,89.7
Rochor,Victoria,education,20,4.535,2380,90.7
Rochor,Victoria,transport,20,4.275,3651,85.5
Rochor,Victoria,food,20,4.34,128052,86.8
Rochor,Victoria,shopping,20,4.33,156449,86.6
Rochor,Victoria,recreation,20,4.465,8966,89.3
Rochor,Victoria,nature,20,4.33,180187,86.6
Seletar,Pulau Punggol Barat,education,20,4.606,1445,92.12
Seletar,Pulau Punggol Barat,transport,20,4.27,2834,85.4
Seletar,Pulau Punggol Barat,food,20,4.0,39766,80.0
Seletar,Pulau Punggol Barat,shopping,20,4.085,67624,81.7
Seletar,Pulau Punggol Barat,recreation,20,4.253,14627,85.06
Seletar,Pulau Punggol Barat,nature,20,4.535,21685,90.7
Seletar,Pulau Punggol Timor,education,20,4.6,2003,92.0
Seletar,Pulau Punggol Timor,transport,20,4.145,2705,82.9
Seletar,Pulau Punggol Timor,food,2,3.7,1446,74.0
Seletar,Pulau Punggol Timor,shopping,6,4.167,13797,83.34
Seletar,Pulau Punggol Timor,recreation,20,4.189,15445,83.78
Seletar,Pulau Punggol Timor,nature,20,4.5,20667,90.0
Seletar,Seletar,education,20,4.578,1624,91.56
Seletar,Seletar,transport,20,4.015,1725,80.3
Seletar,Seletar,food,20,4.285,48294,85.7
Seletar,Seletar,shopping,20,4.175,104012,83.5
Seletar,Seletar,recreation,20,4.255,15109,85.1
Seletar,Seletar,nature,20,4.54,19710,90.8
Seletar,Seletar Aerospace Park,education,20,4.528,1350,90.56
Seletar,Seletar Aerospace Park,transport,20,4.019,973,80.38
Seletar,Seletar Aerospace Park,food,20,4.285,27110,85.7
Seletar,Seletar Aerospace Park,shopping,20,4.225,66765,84.5
Seletar,Seletar Aerospace Park,recreation,13,4.4,8391,88.0
Seletar,Seletar Aerospace Park,nature,20,4.39,10507,87.8
Sembawang,Admiralty,education,20,4.81,1336,96.2
Sembawang,Admiralty,transport,20,4.15,2889,83.0
Sembawang,Admiralty,food,20,3.96,27741,79.2
Sembawang,Admiralty,shopping,20,4.175,106721,83.5
Sembawang,Admiralty,recreation,20,4.205,9702,84.1
Sembawang,Admiralty,nature,20,4.432,17718,88.64
Sembawang,Sembawang Central,education,20,4.715,1878,94.3
Sembawang,Sembawang Central,transport,15,3.987,1637,79.74
Sembawang,Sembawang Central,food,20,4.155,64867,83.1
Sembawang,Sembawang Central,shopping,20,4.15,64838,83.0
Sembawang,Sembawang Central,recreation,20,4.385,6588,87.7
Sembawang,Sembawang Central,nature,11,4.473,12626,89.46
Sembawang,Sembawang East,education,20,4.705,869,94.1
Sembawang,Sembawang East,transport,15,3.987,1637,79.74
Sembawang,Sembawang East,food,20,4.115,40357,82.3
Sembawang,Sembawang East,shopping,20,4.115,55625,82.3
Sembawang,Sembawang East,recreation,20,4.35,6054,87.0
Sembawang,Sembawang East,nature,14,4.479,14899,89.58
Sembawang,Sembawang North,education,20,4.68,856,93.6
Sembawang,Sembawang North,transport,16,4.075,2196,81.5
Sembawang,Sembawang North,food,20,4.08,40268,81.6
Sembawang,Sembawang North,shopping,20,4.165,63319,83.3
Sembawang,Sembawang North,recreation,20,4.34,7696,86.8
Sembawang,Sembawang North,nature,13,4.485,12656,89.7
Sembawang,Sembawang Springs,education,20,4.735,811,94.7
Sembawang,Sembawang Springs,transport,13,3.877,2202,77.54
Sembawang,Sembawang Springs,food,20,4.125,36066,82.5
Sembawang,Sembawang Springs,shopping,20,4.165,62241,83.3
Sembawang,Sembawang Springs,recreation,20,4.445,5501,88.9
Sembawang,Sembawang Springs,nature,14,4.479,13302,89.58
Sembawang,Sembawang Straits,education,20,4.735,812,94.7
Sembawang,Sembawang Straits,transport,13,3.969,1618,79.38
Sembawang,Sembawang Straits,food,1,4.2,1945,84.0
Sembawang,Sembawang Straits,shopping,14,4.021,18936,80.42
Sembawang,Sembawang Straits,recreation,20,4.47,4616,89.4
Sembawang,Sembawang Straits,nature,14,4.479,12661,89.58
Sembawang,Senoko North,education,20,4.795,922,95.9
Sembawang,Senoko North,transport,10,3.611,1580,72.22
Sembawang,Senoko North,food,20,4.22,37020,84.4
Sembawang,Senoko North,shopping,1,3.9,815,78.0
Sembawang,Senoko North,recreation,20,4.26,9475,85.2
Sembawang,Senoko North,nature,20,4.455,27267,89.1
Sembawang,Senoko South,education,20,4.658,951,93.16
Sembawang,Senoko South,transport,20,3.953,1652,79.06
Sembawang,Senoko South,food,20,4.155,135068,83.1
Sembawang,Senoko South,shopping,20,4.14,44396,82.8
Sembawang,Senoko South,recreation,20,4.455,5561,89.1
Sembawang,Senoko South,nature,20,4.4,24023,88.0
Sembawang,The Wharves,education,20,4.72,807,94.4
Sembawang,The Wharves,transport,13,3.862,1647,77.24
Sembawang,The Wharves,food,20,4.25,121541,85.0
Sembawang,The Wharves,shopping,20,4.09,75962,81.8
Sembawang,The Wharves,recreation,20,4.405,5222,88.1
Sembawang,The Wharves,nature,17,4.465,18033,89.3
Sengkang,Anchorvale,education,20,4.75,1043,95.0
Sengkang,Anchorvale,transport,20,3.925,1889,78.5
Sengkang,Anchorvale,food,20,4.125,26324,82.5
Sengkang,Anchorvale,shopping,20,4.03,51788,80.6
Sengkang,Anchorvale,recreation,19,4.521,8322,90.42
Sengkang,Anchorvale,nature,3,4.467,5061,89.34
Sengkang,Compassvale,education,20,4.67,973,93.4
Sengkang,Compassvale,transport,20,4.106,2194,82.12
Sengkang,Compassvale,food,20,4.155,92477,83.1
Sengkang,Compassvale,shopping,20,4.09,108191,81.8
Sengkang,Compassvale,recreation,20,4.275,11625,85.5
Sengkang,Compassvale,nature,20,4.485,13248,89.7
Sengkang,Fernvale,education,20,4.712,693,94.24
Sengkang,Fernvale,transport,20,4.0,2326,80.0
Sengkang,Fernvale,food,20,4.09,30505,81.8
Sengkang,Fernvale,shopping,20,4.105,57436,82.1
Sengkang,Fernvale,recreation,20,4.295,12106,85.9
Sengkang,Fernvale,nature,20,4.415,18794,88.3
Sengkang,Lorong Halus North,education,20,4.816,1046,96.32
Sengkang,Lorong Halus North,transport,14,3.967,968,79.34
Sengkang,Lorong Halus North,food,20,4.115,93047,82.3
Sengkang,Lorong Halus North,shopping,20,4.065,53262,81.3
Sengkang,Lorong Halus North,recreation,20,4.395,9084,87.9
Sengkang,Lorong Halus North,nature,20,4.39,29984,87.8
Sengkang,Rivervale,education,20,4.753,1216,95.06
Sengkang,Rivervale,transport,20,4.235,1831,84.7
Sengkang,Rivervale,food,20,3.925,16583,78.5
Sengkang,Rivervale,shopping,20,4.12,97324,82.4
Sengkang,Rivervale,recreation,20,4.415,9914,88.3
Sengkang,Rivervale,nature,20,4.45,28809,89.0
Sengkang,Sengkang Town Centre,education,20,4.595,2650,91.9
Sengkang,Sengkang Town Centre,transport,20,3.967,1720,79.34
Sengkang,Sengkang Town Centre,food,13,4.0,12286,80.0
Sengkang,Sengkang Town Centre,shopping,20,4.05,49673,81.0
Sengkang,Sengkang Town Centre,recreation,20,4.46,8386,89.2
Sengkang,Sengkang Town Centre,nature,20,4.375,10006,87.5
Sengkang,Sengkang West,education,20,4.621,2513,92.42
Sengkang,Sengkang West,transport,20,4.079,1936,81.58
Sengkang,Sengkang West,food,20,4.13,41215,82.6
Sengkang,Sengkang West,shopping,20,4.095,96425,81.9
Sengkang,Sengkang West,recreation,20,4.375,9489,87.5
Sengkang,Sengkang West,nature,20,4.455,30517,89.1
Serangoon,Lorong Chuan,education,20,4.711,1447,94.22
Serangoon,Lorong Chuan,transport,20,3.853,1486,77.06
Serangoon,Lorong Chuan,food,20,4.145,113357,82.9
Serangoon,Lorong Chuan,shopping,20,4.105,98430,82.1
Serangoon,Lorong Chuan,recreation,20,4.155,9018,83.1
Serangoon,Lorong Chuan,nature,20,4.425,22344,88.5
Serangoon,Seletar Hills,education,20,4.411,1386,88.22
Serangoon,Seletar Hills,transport,20,4.06,1539,81.2
Serangoon,Seletar Hills,food,20,4.26,37062,85.2
Serangoon,Seletar Hills,shopping,20,4.13,65679,82.6
Serangoon,Seletar Hills,recreation,20,4.365,10924,87.3
Serangoon,Seletar Hills,nature,20,4.48,17391,89.6
Serangoon,Serangoon Central,education,20,4.685,1231,93.7
Serangoon,Serangoon Central,transport,20,3.937,1545,78.74
Serangoon,Serangoon Central,food,20,4.175,30614,83.5
Serangoon,Serangoon Central,shopping,20,3.995,85860,79.9
Serangoon,Serangoon Central,recreation,18,4.206,8405,84.12
Serangoon,Serangoon Central,nature,20,4.405,20467,88.1
Serangoon,Serangoon Garden,education,20,4.715,1284,94.3
Serangoon,Serangoon Garden,transport,20,3.89,4931,77.8
Serangoon,Serangoon Garden,food,20,4.17,60173,83.4
Serangoon,Serangoon Garden,shopping,20,4.03,78278,80.6
Serangoon,Serangoon Garden,recreation,20,4.13,10752,82.6
Serangoon,Serangoon Garden,nature,20,4.46,20682,89.2
Serangoon,Serangoon North,education,20,4.735,1302,94.7
Serangoon,Serangoon North,transport,20,3.91,1432,78.2
Serangoon,Serangoon North,food,20,4.02,24225,80.4
Serangoon,Serangoon North,shopping,20,4.015,63475,80.3
Serangoon,Serangoon North,recreation,20,4.0,6963,80.0
Serangoon,Serangoon North,nature,20,4.45,20561,89.0
Serangoon,Serangoon North Ind Estate,education,20,4.825,1287,96.5
Serangoon,Serangoon North Ind Estate,transport,20,3.79,1415,75.8
Serangoon,Serangoon North Ind Estate,food,20,4.08,45212,81.6
Serangoon,Serangoon North Ind Estate,shopping,20,3.935,40200,78.7
Serangoon,Serangoon North Ind Estate,recreation,20,3.98,5337,79.6
Serangoon,Serangoon North Ind Estate,nature,17,4.453,15392,89.06
Serangoon,Upper Paya Lebar,education,20,4.66,1203,93.2
Serangoon,Upper Paya Lebar,transport,20,4.115,2887,82.3
Serangoon,Upper Paya Lebar,food,20,4.125,73768,82.5
Serangoon,Upper Paya Lebar,shopping,20,4.1,113776,82.0
Serangoon,Upper Paya Lebar,recreation,20,4.17,10323,83.4
Serangoon,Upper Paya Lebar,nature,20,4.415,11502,88.3
Simpang,Pulau Seletar,education,20,4.533,2000,90.66
Simpang,Pulau Seletar,transport,20,4.195,602,83.9
Simpang,Pulau Seletar,food,20,4.19,147131,83.8
Simpang,Pulau Seletar,shopping,20,4.21,170147,84.2
Simpang,Pulau Seletar,recreation,20,4.3,14433,86.0
Simpang,Pulau Seletar,nature,20,4.505,19954,90.1
Simpang,Simpang North,education,20,4.65,3859,93.0
Simpang,Simpang North,transport,20,4.115,841,82.3
Simpang,Simpang North,food,20,4.165,114802,83.3
Simpang,Simpang North,shopping,20,4.26,125717,85.2
Simpang,Simpang North,recreation,20,4.21,11995,84.2
Simpang,Simpang North,nature,20,4.445,32086,88.9
Simpang,Simpang South,education,20,4.57,3611,91.4
Simpang,Simpang South,transport,20,4.17,385,83.4
Simpang,Simpang South,food,20,4.21,138572,84.2
Simpang,Simpang South,shopping,20,4.205,101094,84.1
Simpang,Simpang South,recreation,20,4.195,10247,83.9
Simpang,Simpang South,nature,20,4.445,31396,88.9
Simpang,Tanjong Irau,education,20,4.685,1857,93.7
Simpang,Tanjong Irau,transport,20,4.28,666,85.6
Simpang,Tanjong Irau,food,20,4.19,152733,83.8
Simpang,Tanjong Irau,shopping,20,4.15,122697,83.0
Simpang,Tanjong Irau,recreation,20,4.28,11351,85.6
Simpang,Tanjong Irau,nature,20,4.45,38279,89.0
Singapore River,Boat Quay,education,20,4.51,3718,90.2
Singapore River,Boat Quay,transport,20,4.33,1955,86.6
Singapore River,Boat Quay,food,20,4.255,106279,85.1
Singapore River,Boat Quay,shopping,15,4.28,97228,85.6
Singapore River,Boat Quay,recreation,20,4.56,8119,91.2
Singapore River,Boat Quay,nature,20,4.495,27468,89.9
Singapore River,Clarke Quay,education,20,4.44,60196,88.8
Singapore River,Clarke Quay,transport,20,4.058,1793,81.16
Singapore River,Clarke Quay,food,1,3.5,196,70.0
Singapore River,Clarke Quay,shopping,11,4.309,79314,86.18
Singapore River,Clarke Quay,recreation,20,4.6,4350,92.0
Singapore River,Clarke Quay,nature,20,4.48,231772,89.6
Singapore River,Robertson Quay,education,20,4.637,3957,92.74
Singapore River,Robertson Quay,transport,20,4.095,1208,81.9
Singapore River,Robertson Quay,food,20,4.295,95204,85.9
Singapore River,Robertson Quay,shopping,20,4.33,170385,86.6
Singapore River,Robertson Quay,recreation,20,4.46,6792,89.2
Singapore River,Robertson Quay,nature,20,4.415,186579,88.3
Southern Islands,Sentosa,education,20,4.368,3151,87.36
Southern Islands,Sentosa,transport,20,4.025,1042,80.5
Southern Islands,Sentosa,food,20,4.32,96259,86.4
Southern Islands,Sentosa,shopping,20,4.205,74367,84.1
Southern Islands,Sentosa,recreation,20,4.44,8559,88.8
Southern Islands,Sentosa,nature,20,4.515,32074,90.3
Southern Islands,Southern Group,education,20,4.605,3746,92.1
Southern Islands,Southern Group,transport,20,4.105,2316,82.1
Southern Islands,Southern Group,food,20,4.215,132753,84.3
Southern Islands,Southern Group,shopping,20,4.25,130701,85.0
Southern Islands,Southern Group,recreation,20,4.395,9304,87.9
Southern Islands,Southern Group,nature,20,4.465,191955,89.3
Straits View,Straits View,education,20,4.73,3152,94.6
Straits View,Straits View,transport,20,4.365,1981,87.3
Straits View,Straits View,food,20,4.235,148175,84.7
Straits View,Straits View,shopping,20,4.3,106740,86.0
Straits View,Straits View,recreation,20,4.39,10220,87.8
Straits View,Straits View,nature,20,4.495,184666,89.9
Sungei Kadut,Gali Batu,education,20,4.69,2425,93.8
Sungei Kadut,Gali Batu,transport,20,4.245,2014,84.9
Sungei Kadut,Gali Batu,food,20,4.16,125042,83.2
Sungei Kadut,Gali Batu,shopping,20,4.11,95307,82.2
Sungei Kadut,Gali Batu,recreation,20,4.13,10754,82.6
Sungei Kadut,Gali Batu,nature,20,4.435,34421,88.7
Sungei Kadut,Kranji,education,20,4.763,2211,95.26
Sungei Kadut,Kranji,transport,20,4.385,3274,87.7
Sungei Kadut,Kranji,food,20,4.115,129450,82.3
Sungei Kadut,Kranji,shopping,20,4.2,107665,84.0
Sungei Kadut,Kranji,recreation,20,4.245,14216,84.9
Sungei Kadut,Kranji,nature,20,4.425,24846,88.5
Sungei Kadut,Pang Sua,education,20,4.394,2646,87.88
Sungei Kadut,Pang Sua,transport,20,4.12,2474,82.4
Sungei Kadut,Pang Sua,food,20,4.09,123639,81.8
Sungei Kadut,Pang Sua,shopping,20,4.14,60958,82.8
Sungei Kadut,Pang Sua,recreation,20,4.235,15270,84.7
Sungei Kadut,Pang Sua,nature,20,4.425,16516,88.5
Sungei Kadut,Reservoir View,education,20,4.458,2750,89.16
Sungei Kadut,Reservoir View,transport,20,4.18,2270,83.6
Sungei Kadut,Reservoir View,food,20,4.075,83442,81.5
Sungei Kadut,Reservoir View,shopping,20,4.23,88016,84.6
Sungei Kadut,Reservoir View,recreation,20,4.2,13182,84.0
Sungei Kadut,Reservoir View,nature,20,4.41,26016,88.2
Sungei Kadut,Turf Club,education,20,4.711,1191,94.22
Sungei Kadut,Turf Club,transport,20,4.245,3806,84.9
Sungei Kadut,Turf Club,food,20,4.145,118393,82.9
Sungei Kadut,Turf Club,shopping,20,4.15,77127,83.0
Sungei Kadut,Turf Club,recreation,20,4.185,15152,83.7
Sungei Kadut,Turf Club,nature,20,4.425,23902,88.5
Tampines,Simei,education,20,4.632,1989,92.64
Tampines,Simei,transport,20,4.315,4166,86.3
Tampines,Simei,food,20,4.115,117903,82.3
Tampines,Simei,shopping,20,4.225,85764,84.5
Tampines,Simei,recreation,20,4.23,27607,84.6
Tampines,Simei,nature,20,4.41,19793,88.2
Tampines,Tampines East,education,20,4.82,1549,96.4
Tampines,Tampines East,transport,20,4.285,2216,85.7
Tampines,Tampines East,food,20,4.12,46478,82.4
Tampines,Tampines East,shopping,20,4.21,78389,84.2
Tampines,Tampines East,recreation,20,4.315,28602,86.3
Tampines,Tampines East,nature,20,4.345,8347,86.9
Tampines,Tampines North,education,20,4.79,14529,95.8
Tampines,Tampines North,transport,20,4.365,3487,87.3
Tampines,Tampines North,food,20,4.215,41525,84.3
Tampines,Tampines North,shopping,20,4.25,68245,85.0
Tampines,Tampines North,recreation,20,4.34,23749,86.8
Tampines,Tampines North,nature,20,4.385,7323,87.7
Tampines,Tampines West,education,20,4.785,14881,95.7
Tampines,Tampines West,transport,20,4.405,2929,88.1
Tampines,Tampines West,food,20,4.27,46761,85.4
Tampines,Tampines West,shopping,20,4.195,67652,83.9
Tampines,Tampines West,recreation,20,4.43,23666,88.6
Tampines,Tampines West,nature,20,4.425,8841,88.5
Tampines,Xilin,education,20,4.883,14442,97.66
Tampines,Xilin,transport,20,4.205,2905,84.1
Tampines,Xilin,food,20,4.245,161295,84.9
Tampines,Xilin,shopping,20,4.22,105901,84.4
Tampines,Xilin,recreation,20,4.295,28182,85.9
Tampines,Xilin,nature,20,4.44,27273,88.8
Tengah,Brickland,education,18,4.443,4684,88.86
Tengah,Brickland,transport,6,3.9,323,78.0
Tengah,Brickland,food,9,4.489,1927,89.78
Tengah,Brickland,shopping,10,4.17,13929,83.4
Tengah,Brickland,recreation,11,4.573,7174,91.46
Tengah,Brickland,nature,12,4.525,9233,90.5
Tengah,Forest Hill,education,17,4.492,5136,89.84
Tengah,Forest Hill,transport,6,3.933,523,78.66
Tengah,Forest Hill,food,9,4.278,10523,85.56
Tengah,Forest Hill,shopping,8,4.125,2048,82.5
Tengah,Forest Hill,recreation,11,4.56,3628,91.2
Tengah,Forest Hill,nature,12,4.517,23555,90.34
Tengah,Garden,education,15,4.28,2408,85.6
Tengah,Garden,transport,4,3.725,936,74.5
Tengah,Garden,food,9,4.078,4105,81.56
Tengah,Garden,shopping,7,4.029,1449,80.58
Tengah,Garden,recreation,10,4.47,6939,89.4
Tengah,Garden,nature,10,4.63,3657,92.6
Tengah,Park,education,15,4.445,297,88.9
Tengah,Park,transport,4,3.533,71,70.66
Tengah,Park,food,6,4.283,2458,85.66
Tengah,Park,shopping,7,3.971,1530,79.42
Tengah,Park,recreation,10,4.54,4472,90.8
Tengah,Park,nature,11,4.418,3566,88.36
Tengah,Plantation,education,17,4.543,7226,90.86
Tengah,Plantation,transport,4,3.867,68,77.34
Tengah,Plantation,food,6,4.367,3283,87.34
Tengah,Plantation,shopping,6,3.883,1230,77.66
Tengah,Plantation,recreation,9,4.578,5062,91.56
Tengah,Plantation,nature,7,4.571,1360,91.42
Tengah,Tengah Industrial Estate,education,15,4.333,1068,86.66
Tengah,Tengah Industrial Estate,transport,4,3.533,71,70.66
Tengah,Tengah Industrial Estate,food,8,4.075,2748,81.5
