timestamp,api_type,api_key_index,api_key_masked,api_key_calls,planning_area,subzone,poi_dimension,place_query_type,query,status,error_message,result_count,place_name
2026-07-20T15:45:36.238514,text_search,2,AIzaSy...8yB0,29,Rochor,Bencoolen,education,education facilities schools childcare libraries,"education facilities schools childcare libraries near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:38.575130,text_search,2,AIzaSy...8yB0,30,Rochor,Bencoolen,transport,public transport MRT LRT bus stops,"public transport MRT LRT bus stops near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:40.507091,text_search,2,AIzaSy...8yB0,31,Rochor,Bencoolen,food,food dining hawker centres restaurants cafes,"food dining hawker centres restaurants cafes near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:44.631402,text_search,2,AIzaSy...8yB0,32,Rochor,Bencoolen,shopping,shopping groceries malls supermarkets markets,"shopping groceries malls supermarkets markets near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:47.143844,text_search,2,AIzaSy...8yB0,33,Rochor,Bencoolen,recreation,recreation sports gyms swimming community clubs,"recreation sports gyms swimming community clubs near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:49.574051,text_search,2,AIzaSy...8yB0,34,Rochor,Bencoolen,nature,parks gardens nature waterfront park connectors,"parks gardens nature waterfront park connectors near Bencoolen, Rochor, Singapore",OK,,20,
2026-07-20T15:45:52.134335,text_search,2,AIzaSy...8yB0,35,Rochor,Farrer Park,education,education facilities schools childcare libraries,"education facilities schools childcare libraries near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:45:54.029577,text_search,2,AIzaSy...8yB0,36,Rochor,Farrer Park,transport,public transport MRT LRT bus stops,"public transport MRT LRT bus stops near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:45:56.749283,text_search,2,AIzaSy...8yB0,37,Rochor,Farrer Park,food,food dining hawker centres restaurants cafes,"food dining hawker centres restaurants cafes near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:45:58.788115,text_search,2,AIzaSy...8yB0,38,Rochor,Farrer Park,shopping,shopping groceries malls supermarkets markets,"shopping groceries malls supermarkets markets near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:46:01.185903,text_search,2,AIzaSy...8yB0,39,Rochor,Farrer Park,recreation,recreation sports gyms swimming community clubs,"recreation sports gyms swimming community clubs near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:46:03.465634,text_search,2,AIzaSy...8yB0,40,Rochor,Farrer Park,nature,parks gardens nature waterfront park connectors,"parks gardens nature waterfront park connectors near Farrer Park, Rochor, Singapore",OK,,20,
2026-07-20T15:46:05.763898,text_search,2,AIzaSy...8yB0,41,Rochor,Kampong Glam,education,education facilities schools childcare libraries,"education facilities schools childcare libraries near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:07.591503,text_search,2,AIzaSy...8yB0,42,Rochor,Kampong Glam,transport,public transport MRT LRT bus stops,"public transport MRT LRT bus stops near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:09.811693,text_search,2,AIzaSy...8yB0,43,Rochor,Kampong Glam,food,food dining hawker centres restaurants cafes,"food dining hawker centres restaurants cafes near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:12.131279,text_search,2,AIzaSy...8yB0,44,Rochor,Kampong Glam,shopping,shopping groceries malls supermarkets markets,"shopping groceries malls supermarkets markets near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:14.971107,text_search,2,AIzaSy...8yB0,45,Rochor,Kampong Glam,recreation,recreation sports gyms swimming community clubs,"recreation sports gyms swimming community clubs near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:17.389877,text_search,2,AIzaSy...8yB0,46,Rochor,Kampong Glam,nature,parks gardens nature waterfront park connectors,"parks gardens nature waterfront park connectors near Kampong Glam, Rochor, Singapore",OK,,20,
2026-07-20T15:46:20.011555,text_search,2,AIzaSy...8yB0,47,Rochor,Little India,education,education facilities schools childcare libraries,"education facilities schools childcare libraries near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:22.312647,text_search,2,AIzaSy...8yB0,48,Rochor,Little India,transport,public transport MRT LRT bus stops,"public transport MRT LRT bus stops near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:24.578333,text_search,2,AIzaSy...8yB0,49,Rochor,Little India,food,food dining hawker centres restaurants cafes,"food dining hawker centres restaurants cafes near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:26.668858,text_search,2,AIzaSy...8yB0,50,Rochor,Little India,shopping,shopping groceries malls supermarkets markets,"shopping groceries malls supermarkets markets near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:28.819565,text_search,2,AIzaSy...8yB0,51,Rochor,Little India,recreation,recreation sports gyms swimming community clubs,"recreation sports gyms swimming community clubs near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:31.195774,text_search,2,AIzaSy...8yB0,52,Rochor,Little India,nature,parks gardens nature waterfront park connectors,"parks gardens nature waterfront park connectors near Little India, Rochor, Singapore",OK,,20,
2026-07-20T15:46:33.539703,text_search,2,AIzaSy...8yB0,53,Rochor,Mackenzie,education,education facilities schools childcare libraries,"education facilities schools childcare libraries near Mackenzie, Rochor, Singapore",OK,,20,
2026-07-20T15:46:35.901817,text_search,2,AIzaSy...8yB0,54,Rochor,Mackenzie,transport,public transport MRT LRT bus stops,"public transport MRT LRT bus stops near Mackenzie, Rochor, Singapore",OK,,20,
2026-07-20T15:46:38.640078,text_search,2,AIzaSy...8yB0,55,Rochor,Mackenzie,food,food dining hawker centres restaurants cafes,"food dining hawker centres restaurants cafes near Mackenzie, Rochor, Singapore",OK,,20,
2026-07-20T15:46:41.324790,text_search,2,AIzaSy...8yB0,56,Rochor,Mackenzie,shopping,shopping groceries malls supermarkets markets,"shopping groceries malls supermarkets markets near Mackenzie, Rochor, Singapore",OK,,20,
2026-07-20T15:46:43.875140,text_search,2,AIzaSy...8yB0,57,Rochor,Mackenzie,recreation,recreation sports gyms swimming community clubs,"recreation sports gyms swimming community clubs near Mackenzie, Rochor, Singapore",OK,,20,
2026-07-20T15:46:45.933906,text_search,2,AIzaSy...8yB0,58,Rochor,Mackenzie,nature,parks gardens nature waterfront park connectors,"parks gardens nature waterfront park connectors near Mackenzie, Rochor, Singapore",OK,,20,
