planning_area,subzone,poi_dimension,place_query_type,place_id,place_name,place_rating,place_user_ratings_total,review_index,review_author_name,review_author_url,review_language,review_profile_photo_url,review_rating,review_relative_time_description,review_time,review_text
Southern Islands,Sentosa,education,education facilities schools childcare libraries,ChIJ-cuboDAa2jERf6hKqh96UC0,Queenstown Library,4.6,422,0,Joseph Lim,https://www.google.com/maps/contrib/106647801599884165582/reviews,en,https://lh3.googleusercontent.com/a/ACg8ocIOSj0yfvCL_FVVcYSqkrA97Kwc8H_q_z0sNRncPzsDwRbo3A=s128-c0x00000000-cc-rp-mo-ba5,4,2 weeks ago,1783248342,"Nice and quiet.  Library staff are helpful. But mobile data signal by Simba ( 1 bar inside, 2 -3 bars outside. not sure about the others) is really poor. Couldn't even login to ""checking and secure my seat booking"", thus the booking got canceled,  and went to someone else."
Southern Islands,Sentosa,education,education facilities schools childcare libraries,ChIJ-cuboDAa2jERf6hKqh96UC0,Queenstown Library,4.6,422,1,Cuong Nguyen (Alfred),https://www.google.com/maps/contrib/109524607658296668317/reviews,en,https://lh3.googleusercontent.com/a-/ALV-UjUwWB73-gZyYlSTXwTRA2ONyR6nwVVP_6ppg9KlGII218zoysbfsw=s128-c0x00000000-cc-rp-mo-ba5,5,8 months ago,1762137776,"Queenstown library is a heritage building, rich in its own history. Spacious with two levels, kids area is on the first floor. The second floor for adults is really quiet with nice view over a green park."
Southern Islands,Sentosa,education,education facilities schools childcare libraries,ChIJ-cuboDAa2jERf6hKqh96UC0,Queenstown Library,4.6,422,2,Melene Loo,https://www.google.com/maps/contrib/102904063770296029909/reviews,en,https://lh3.googleusercontent.com/a/ACg8ocKtm6WZcXgHRdRK0OTg76kreXhmo4cDoJ9BW6vsXuWmKu2OJQ=s128-c0x00000000-cc-rp-mo-ba2,5,a year ago,1745477902,"building's exterior may look unassuming or even a lil spooky but the inside is really cozy and homely! lovely space, limited tables but plenty of seats

if you really want a table, they have a table booking system you can use to ensure you have one when you get there!"
Southern Islands,Sentosa,education,education facilities schools childcare libraries,ChIJ-cuboDAa2jERf6hKqh96UC0,Queenstown Library,4.6,422,3,Flo G,https://www.google.com/maps/contrib/113094459489500763998/reviews,en,https://lh3.googleusercontent.com/a-/ALV-UjVtC6JoZPBVDy6v1c0cYP1Dgw7gEx0mwSducKz9XQu4a_Aq4a5C=s128-c0x00000000-cc-rp-mo-ba7,5,2 years ago,1718814524,"Nostalgia a plenty in this well preserved library that houses many childhood memories for some.

Located in the quiet side of Queenstown facing sky residences @ Dawson, short walk from Queenstown MRT, a cozy library to spend your time here.

2 levels served by a lift & stairs, lots of reading areas and I particularly enjoy the level 2 quiet reading room facing the greenery.

There are lots of nostalgia and nice touches to this library.

Take your time to explore, read, borrow or exchange. what a privilege!"
Southern Islands,Sentosa,education,education facilities schools childcare libraries,ChIJ-cuboDAa2jERf6hKqh96UC0,Queenstown Library,4.6,422,4,Raghul Vijay,https://www.google.com/maps/contrib/114921605524491320290/reviews,en,https://lh3.googleusercontent.com/a/ACg8ocI1nWcOfMV3spP-yWrdL_Tdibcr3w1jyltRKZo9Xe8-zfV3Aw=s128-c0x00000000-cc-rp-mo,3,3 months ago,1776665526,"As of April 2026: It is a old school library with the kinda of nostalgia you get when you visited a library in the 2000's.

Most of the Library's floor space is dedicated to books with working space being rather limited. It's not very convenient to access either as you gotta walk abit from the MRT station and not much amenities nearby.

The tables tend to get booked out until like 7pm ish. With patrons playing musical chairs where someone who has a booking asks those who didn't make a booking to move.

Interesting mix of patrons, with elderly men being the majority and somehow quite a few expats."
Southern Islands,Sentosa,recreation,recreation sports gyms swimming community clubs,ChIJ1278pRwb2jER5mLbqcDeKCY,SAFRA Mount Faber,4.2,2254,0,Donald “Ludification” Yeo,https://www.google.com/maps/contrib/105766153134604279851/reviews,en,https://lh3.googleusercontent.com/a-/ALV-UjUgIhyV7A6ocjcPbCFp6Wx7b-Tfsz2e6eqa3TkRbhKDbToI8Zu4=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,1772958406,"Very happy with the courts upgrading though Court 1 has some issues but it's minor enough to ignore for casual players lile myself.

Played for 6 months here and always see the same faces all the time for other courts (which is good!)

Super hard to book but still bookable with some effort (not botting), very happy to know that the SAFRA staffs does court booking checks from time to time to allow genuine users/members to enjoy the facilities and yes! The booking App has improved to deter bots as well.

One of the better maintained badminton courts for SAFRA."
Southern Islands,Sentosa,recreation,recreation sports gyms swimming community clubs,ChIJ1278pRwb2jER5mLbqcDeKCY,SAFRA Mount Faber,4.2,2254,1,Lynnie Ghazali,https://www.google.com/maps/contrib/107345754941662640335/reviews,en,https://lh3.googleusercontent.com/a/ACg8ocJGhslHC2jf96bJUOyVDlqhqLBRoBtNnzIjZ12wWnisG19C3Lw=s128-c0x00000000-cc-rp-mo-ba3,5,3 months ago,1775821039,Came here for my son's bowling competition. Top bowling alley. Place is clean and peaceful. Love the cold brew from kopifellas. I enjoyed my time at this place.
Southern Islands,Sentosa,recreation,recreation sports gyms swimming community clubs,ChIJ1278pRwb2jER5mLbqcDeKCY,SAFRA Mount Faber,4.2,2254,2,Lim Yew Fung Adeline,https://www.google.com/maps/contrib/102231002976453154631/reviews,en,https://lh3.googleusercontent.com/a-/ALV-UjWG0SIAJgczYVx1zNuNIfLV9XRTk8pMxfcH2spUp5q3MFwIPaGY=s128-c0x00000000-cc-rp-mo-ba2,1,2 months ago,1778399445,"My 1st time experience at Mount Faber Safra is not good . Walk passed the pool toilet toward to pool. I can smell dog in the premises while walking towards the pool. Nearly puke after having a heavy lunch on Sunday Mother’s Day .it was so smelly . Thought it suppose to be no animal allowed ? Didn’t see any dog around but I can smell them . My husband also smelled it . We quickly went back to the mall area.
Safra needs to look into this matter . The condition of the toilet needs to upgrade too . What the reason behind it to have this smell when no animal is allowed ."
Southern Islands,Sentosa,recreation,recreation sports gyms swimming community clubs,ChIJ1278pRwb2jER5mLbqcDeKCY,SAFRA Mount Faber,4.2,2254,3,Sten (Piqued Wanderer),https://www.google.com/maps/contrib/115011929186540431052/reviews,en,https://lh3.googleusercontent.com/a-/ALV-UjWWbpFyJ2wLsASsvdpfZFU2nvqzXRkXyOzw-cYNB81OlxGaDNZM=s128-c0x00000000-cc-rp-mo-ba8,5,a year ago,1747369808,"Everything you need is definitely in here.

From bowling, gym, darts, soccer and more! There is at least something for someone here.

Lets dive in!

Carpark:
There are lots of Carpark spaces here under the main building. Charges apply as well ya. But do note that you may need to walk abit, to come over if in Safra, the lots are all taken up.

Amenities:
There are plenty to do here. From swimming to soccer, cycling..etc. Food can be found easily. We recommend coming here to see what you wana do🥳🥳😁😁

Location:
Nestled among residential areas, this is a great place to chill and unwind.

We particularly enjoy this place since it has all the amenities that one can use. And it also felt homely and true to its tagline, 'Building Bonds, Creating Memories'.

Recommended to all to pop over if you have yet to see what they have here.

Cheers!"
Southern Islands,Sentosa,recreation,recreation sports gyms swimming community clubs,ChIJ1278pRwb2jER5mLbqcDeKCY,SAFRA Mount Faber,4.2,2254,4,Anthony W,https://www.google.com/maps/contrib/117748128944963686403/reviews,en,https://lh3.googleusercontent.com/a/ACg8ocLZEni4ssWKPvRONMEpkPmB3D-kMBdoP-yVfwScFaMAsHnwtw=s128-c0x00000000-cc-rp-mo,1,a year ago,1751985732,"I like to express my deep concern and disappointment regarding the persistent poor condition of the swimming pool water at SAFRA Mount Faber.

Having abstained from using the pool for the past few months due to the visibly dirty water, I recently returned on Sunday and Tuesday with the hope that the situation had improved. Unfortunately, it was immediately apparent that there has been no meaningful progress in addressing the issue.

The water remains cloudy and murky (See video), raising serious hygiene and safety concerns. As a regular pool user both in Singapore and overseas, I must say that this is one of the worst-maintained pools I have encountered. It is unacceptable for a facility of this nature to be in such a state, and frankly, it is embarrassing that this is in Singapore.

During my recent visit, I attempted a few laps but found it difficult and unsafe, as visibility in the water was reduced to barely two meters ahead. This not only poses a risk to swimmers but also reflects poorly on the standards expected of a SAFRA club.

I urge SAFRA Mount Faber to take immediate and decisive action to improve the maintenance of the pool. Regular and proper cleaning must be enforced without delay to ensure the facility meets basic hygiene and safety standards."
